iter_num,train_loss,val_loss
0,1.4026299930810928,1.4005319168567658
1000,0.25538126438856124,0.2485932015925646
2000,0.25013070258498193,0.23500241890549659
3000,0.21120635791122913,0.19662478580325843
4000,0.21412957324832677,0.18880512903630733
5000,0.1774165227934718,0.16778932178020478
6000,0.16885337588936092,0.1534696626290679
7000,0.1339435745999217,0.11835555376112461
8000,0.1456376580744982,0.12532084788754583
9000,0.13463057953864335,0.12321076611801982
10000,0.11162095902860164,0.10189147829636931
11000,0.10510598720610141,0.09593159447237849
12000,0.10170778010785579,0.09110936003923416
13000,0.09734914240613579,0.08711373835057021
14000,0.09295216537639499,0.08410856645926833
15000,0.09490472749993205,0.085702227268368
16000,0.08780732868239284,0.07952510452643037
17000,0.08724504863470793,0.07902472442388535
18000,0.08557854568585753,0.077603764295578
19000,0.08529337219521403,0.07845126220211386
20000,0.08325686398893595,0.07580994967743754
21000,0.08116287380084396,0.07476458287239075
22000,0.08244058043137192,0.0778174995854497
23000,0.08072189732640982,0.07626165805384516
24000,0.08132934714481234,0.07415626262128353
25000,0.08047652369365096,0.07471930591762066
26000,0.08095643348246813,0.07443546140938997
27000,0.0767382393013686,0.07179363952577114
28000,0.07729868693649769,0.07188757064007223
29000,0.07745217676088213,0.07120769593305885
30000,0.07676481490582228,0.0711421954408288
31000,0.07532412058487535,0.07199988236650824
32000,0.07517872518673539,0.07112502020597458
33000,0.07425216485187411,0.0705430650152266
34000,0.07780806245282293,0.07226347381249071
35000,0.07550206534564495,0.06899843522533775
36000,0.07703518007695676,0.07133932174742222
37000,0.0749419859983027,0.06891411313414574
38000,0.07399372739344835,0.06904327406547964
39000,0.07424693352729082,0.06954337168857455
40000,0.0716921269632876,0.06858012268878519
41000,0.07288449623808264,0.0693923064507544
42000,0.07193678787723183,0.06687135268747807
43000,0.07159857699275017,0.06727880693227052
44000,0.07251725757122039,0.06639559918828308
45000,0.07214721772819757,0.06606206980347633
46000,0.07186165116727353,0.06807084093242884
47000,0.07071181112527847,0.0668818139731884
48000,0.07074698983132839,0.06620603410899639
49000,0.07074045694619417,0.06709944788366556
50000,0.07015481370314956,0.06600448926538229
51000,0.07065506479889154,0.06496779427304863
52000,0.07084454095736147,0.06540767867676914
53000,0.06995702598616481,0.06347313606366516
54000,0.06838618627935648,0.06585468981042504
55000,0.0693467099443078,0.06492743545770645
56000,0.06959226724505424,0.06517922405526042
57000,0.06852785392850637,0.06413975144922733
58000,0.06943958519026637,0.064498788934201
59000,0.0681241021566093,0.0645366021990776
60000,0.0686275050677359,0.06418366874754429
61000,0.06727473924681544,0.06394242243468762
62000,0.06716450344771147,0.06324848107993603
63000,0.06771075122430921,0.0639491028804332
64000,0.06719987033866345,0.06418852322362363
65000,0.06725826753303409,0.06346484347991645
66000,0.06754431567713619,0.06317003254778683
67000,0.06633951336145401,0.06378996800258756
68000,0.06678498431295156,0.06257859098352492
69000,0.06687685126811266,0.06366419480182231
70000,0.06650628285296262,0.06290369065664708
71000,0.0660667910091579,0.06221545328013599
72000,0.06593057473003865,0.06308874760568142
73000,0.06573393386602401,0.06233667572028935
74000,0.06643435575067996,0.062407907959073784
75000,0.06599595273658633,0.062160771574825045
76000,0.06576925488561391,0.06193072351440787
77000,0.06587039510533213,0.0628441160544753
78000,0.06653051249310374,0.06188242644071579
79000,0.06463064760714769,0.06189248756878078
80000,0.06530033569782973,0.06275319663621486
81000,0.06639256559312344,0.062055787101387976
82000,0.0653414853401482,0.062260271813720465
83000,0.06507691204920411,0.061943352149799465
84000,0.06516226491704583,0.06267882519774139
85000,0.06539669282361865,0.061757892960682514
86000,0.0653734509050846,0.06164804103039205
87000,0.06553796019591392,0.0607327819801867
88000,0.06563166040368378,0.06195169393159449
89000,0.0646437659021467,0.06265597562491894
90000,0.06516389769688248,0.061787924192845824
91000,0.06531409944035113,0.06146189474873245
92000,0.06518479698710143,0.06198278897441924
93000,0.06490568904019892,0.0619860556460917
94000,0.06430519253574311,0.06227709367312491
95000,0.0651774628572166,0.06185264953412115
96000,0.06495589814335108,0.06193115689046681
97000,0.06534936095029116,0.0620108876042068
98000,0.06563452691398561,0.0618583599999547
99000,0.06598288112692535,0.06130710169114172
100000,0.06481442444398999,0.061678243957459924
101000,0.06558765824884176,0.061968679254874585
102000,0.06521782033517956,0.06125427526049316
103000,0.06457648665085435,0.06174127748049796
104000,0.06594806000962854,0.061272117108106615
105000,0.06497318213060498,0.06154805515706539
106000,0.06571871875412762,0.06181567318737507
